Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
    16     28   0.0167 0.9856 -0.0167  0.0501  False
    16     29   0.0064    1.0  -0.027  0.0398  False
    16     30  -0.0046    1.0 -0.0381  0.0288  False
    16     31   0.0256 0.4456 -0.0078   0.059  False
    17     18   0.0023    1.0 -0.0311  0.0357  False
    17     19   0.0014    1.0  -0.032  0.0348  False
    17     20  -0.0003    1.0 -0.0337  0.0331  False
    17     21  -0.0108    1.0 -0.0442  0.0226  False
    17     22  -0.0135 0.9995 -0.0469  0.0199  False
    17     23   0.0219 0.7673 -0.0115  0.0553  False
    17     24   0.0197 0.9032 -0.0137  0.0531  False
    17     25  -0.0135 0.9995 -0.0469  0.0199  False
    17     26   0.0079    1.0 -0.0255  0.0413  False
    17     27   0.0145 0.9983 -0.0189  0.0479  False
    17     28   0.0244 0.5516  -0.009  0.0578  False
    17     29   0.0141 0.9989 -0.0193  0.0475  False
    17     30    0.003    1.0 -0.0304  0.0365  False
    17     31   0.0333 0.0519 -0.0001  0.0667  False
    18     19  -0.0009    1.0 -0.0343  0.0325  False
    18     20  -0.0026    1.0 -0.0361  0.0308  False
    18     21  -0.0132 0.9997 -0.0466  0.0202  False
    18     22  -0.0158 0.9932 -0.0493  0.0176  False
    18     23   0.0196 0.9108 -0.0138   0.053  False
    18     24   0.0174 0.9759  -0.016  0.0508  False
    18     25  -0.0159 0.9931 -0.0493  0.0175  False
    18     26   0.0056    1.0 -0.0278   0.039  False
    18     27   0.0121 0.9999 -0.0213  0.0456  False
    18     28   0.0221 0.7539 -0.0113  0.0555  False
    18     29   0.0118    1.0 -0.0216  0.0452  False
    18     30   0.0007    1.0 -0.0327  0.0341  False
    18     31    0.031 0.1131 -0.0024  0.0644  False
    19     20  -0.0017    1.0 -0.0351  0.0317  False
    19     21  -0.0122 0.9999 -0.0456  0.0212  False
    19     22  -0.0149 0.9973 -0.0483  0.0185  False
    19     23   0.0205 0.8625 -0.0129  0.0539  False
    19     24   0.0183 0.9551 -0.0151  0.0518  False
    19     25  -0.0149 0.9972 -0.0483  0.0185  False
    19     26   0.0065    1.0 -0.0269  0.0399  False
    19     27   0.0131 0.9997 -0.0203  0.0465  False
    19     28    0.023 0.6763 -0.0104  0.0564  False
    19     29   0.0127 0.9998 -0.0207  0.0461  False
    19     30   0.0016    1.0 -0.0318  0.0351  False
    19     31   0.0319 0.0837 -0.0015  0.0653  False
    20     21  -0.0105    1.0 -0.0439  0.0229  False
    20     22  -0.0132 0.9997 -0.0466  0.0202  False
    20     23   0.0222 0.7434 -0.0112  0.0556  False
    20     24     0.02 0.8881 -0.0134  0.0535  False
    20     25  -0.0132 0.9996 -0.0466  0.0202  False
    20     26   0.0082    1.0 -0.0252  0.0416  False
    20     27   0.0148 0.9976 -0.0186  0.0482  False
    20     28   0.0247 0.5242 -0.0087  0.0581  False
    20     29   0.0144 0.9984  -0.019  0.0478  False
    20     30   0.0034    1.0 -0.0301  0.0368  False
    20     31   0.0336 0.0465  0.0002   0.067   True
    21     22  -0.0027    1.0 -0.0361  0.0307  False
    21     23   0.0327 0.0631 -0.0007  0.0662  False
    21     24   0.0306 0.1278 -0.0028   0.064  False
    21     25  -0.0027    1.0 -0.0361  0.0307  False
    21     26   0.0188 0.9426 -0.0147  0.0522  False
    21     27   0.0253 0.4717 -0.0081  0.0587  False
    21     28   0.0353 0.0253  0.0018  0.0687   True
    21     29    0.025 0.5034 -0.0085  0.0584  False
    21     30   0.0139 0.9992 -0.0195  0.0473  False
    21     31   0.0441 0.0005  0.0107  0.0776   True
    22     23   0.0354 0.0238   0.002  0.0688   True
    22     24   0.0332  0.053 -0.0002  0.0667  False
    22     25     -0.0    1.0 -0.0334  0.0334  False
    22     26   0.0214 0.8032  -0.012  0.0548  False
    22     27    0.028 0.2628 -0.0054  0.0614  False
    22     28   0.0379 0.0086  0.0045  0.0713   True
    22     29   0.0276  0.287 -0.0058   0.061  False
    22     30   0.0166 0.9874 -0.0169    0.05  False
    22     31   0.0468 0.0001  0.0134  0.0802   True
    23     24  -0.0022    1.0 -0.0356  0.0312  False
    23     25  -0.0354 0.0236 -0.0688  -0.002   True
    23     26   -0.014  0.999 -0.0474  0.0194  False
    23     27  -0.0074    1.0 -0.0408   0.026  False
    23     28   0.0025    1.0 -0.0309  0.0359  False
    23     29  -0.0078    1.0 -0.0412  0.0256  False
    23     30  -0.0189 0.9389 -0.0523  0.0145  False
    23     31   0.0114    1.0  -0.022  0.0448  False
    24     25  -0.0333 0.0526 -0.0667  0.0001  False
    24     26  -0.0118    1.0 -0.0452  0.0216  False
    24     27  -0.0053    1.0 -0.0387  0.0281  False
    24     28   0.0047    1.0 -0.0287  0.0381  False
    24     29  -0.0056    1.0  -0.039  0.0278  False
    24     30  -0.0167  0.986 -0.0501  0.0167  False
    24     31   0.0136 0.9994 -0.0198   0.047  False
    25     26   0.0214 0.8017  -0.012  0.0549  False
    25     27    0.028 0.2613 -0.0054  0.0614  False
    25     28   0.0379 0.0086  0.0045  0.0714   True
    25     29   0.0276 0.2855 -0.0058  0.0611  False
    25     30   0.0166 0.9872 -0.0168    0.05  False
    25     31   0.0468 0.0001  0.0134  0.0802   True
    26     27   0.0066    1.0 -0.0268    0.04  False
    26     28   0.0165  0.988 -0.0169  0.0499  False
    26     29   0.0062    1.0 -0.0272  0.0396  False
    26     30  -0.0049    1.0 -0.0383  0.0285  False
    26     31   0.0254 0.4648  -0.008  0.0588  False
    27     28   0.0099    1.0 -0.0235  0.0434  False
    27     29  -0.0004    1.0 -0.0338  0.0331  False
    27     30  -0.0114    1.0 -0.0448   0.022  False
    27     31   0.0188 0.9399 -0.0146  0.0522  False
    28     29  -0.0103    1.0 -0.0437  0.0231  False
    28     30  -0.0214  0.807 -0.0548   0.012  False
    28     31   0.0089    1.0 -0.0245  0.0423  False
    29     30  -0.0111    1.0 -0.0445  0.0223  False
    29     31   0.0192 0.9268 -0.0142  0.0526  False
    30     31   0.0303 0.1405 -0.0032  0.0637  False
----------------------------------------------------
