Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
    20     24   0.0326 0.9462 -0.0259  0.0911  False
    20     25  -0.0618 0.0249 -0.1203 -0.0033   True
    20     26   0.0344 0.9087 -0.0241  0.0929  False
    20     27   0.0153    1.0 -0.0432  0.0738  False
    20     28   0.0454 0.4174 -0.0131  0.1039  False
    20     29  -0.0265 0.9966  -0.085   0.032  False
    20     30  -0.0511 0.1912 -0.1096  0.0074  False
    20     31   0.0472 0.3353 -0.0113  0.1057  False
    21     22   0.0046    1.0 -0.0539  0.0631  False
    21     23    0.106    0.0  0.0475  0.1645   True
    21     24    0.099    0.0  0.0405  0.1575   True
    21     25   0.0046    1.0 -0.0539  0.0631  False
    21     26   0.1007    0.0  0.0422  0.1592   True
    21     27   0.0816 0.0001  0.0231  0.1401   True
    21     28   0.1118    0.0  0.0533  0.1703   True
    21     29   0.0399 0.6986 -0.0187  0.0984  False
    21     30   0.0153    1.0 -0.0432  0.0738  False
    21     31   0.1136    0.0  0.0551  0.1721   True
    22     23   0.1014    0.0  0.0429  0.1599   True
    22     24   0.0944    0.0  0.0359  0.1529   True
    22     25     -0.0    1.0 -0.0585  0.0585  False
    22     26   0.0961    0.0  0.0376  0.1546   True
    22     27    0.077 0.0006  0.0185  0.1355   True
    22     28   0.1072    0.0  0.0487  0.1657   True
    22     29   0.0352 0.8839 -0.0233  0.0937  False
    22     30   0.0106    1.0 -0.0479  0.0691  False
    22     31    0.109    0.0  0.0505  0.1675   True
    23     24   -0.007    1.0 -0.0655  0.0515  False
    23     25  -0.1014    0.0 -0.1599 -0.0429   True
    23     26  -0.0053    1.0 -0.0638  0.0532  False
    23     27  -0.0244 0.9991 -0.0829  0.0341  False
    23     28   0.0058    1.0 -0.0527  0.0643  False
    23     29  -0.0662 0.0091 -0.1247 -0.0077   True
    23     30  -0.0908    0.0 -0.1493 -0.0323   True
    23     31   0.0076    1.0 -0.0509  0.0661  False
    24     25  -0.0944    0.0 -0.1529 -0.0359   True
    24     26   0.0017    1.0 -0.0568  0.0602  False
    24     27  -0.0174    1.0 -0.0759  0.0411  False
    24     28   0.0128    1.0 -0.0457  0.0713  False
    24     29  -0.0592 0.0438 -0.1177 -0.0006   True
    24     30  -0.0837 0.0001 -0.1422 -0.0252   True
    24     31   0.0146    1.0 -0.0439  0.0731  False
    25     26   0.0961    0.0  0.0376  0.1546   True
    25     27   0.0771 0.0005  0.0186  0.1356   True
    25     28   0.1072    0.0  0.0487  0.1657   True
    25     29   0.0353 0.8827 -0.0232  0.0938  False
    25     30   0.0107    1.0 -0.0478  0.0692  False
    25     31    0.109    0.0  0.0505  0.1675   True
    26     27  -0.0191    1.0 -0.0776  0.0394  False
    26     28   0.0111    1.0 -0.0474  0.0696  False
    26     29  -0.0609 0.0305 -0.1194 -0.0024   True
    26     30  -0.0855    0.0  -0.144  -0.027   True
    26     31   0.0129    1.0 -0.0456  0.0714  False
