Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
    12     24   0.0138 0.9975 -0.0197  0.0474  False
    12     25   0.0387 0.0077  0.0051  0.0722   True
    12     26   0.0362 0.0199  0.0026  0.0697   True
    12     27   0.0193 0.8901 -0.0143  0.0528  False
    12     28   0.0333 0.0538 -0.0002  0.0668  False
    12     31   0.0256 0.4187  -0.008  0.0591  False
    13     14   0.0094    1.0 -0.0241   0.043  False
    13     15   0.0034    1.0 -0.0301   0.037  False
    13     16  -0.0115 0.9998 -0.0451   0.022  False
    13     17   0.0067    1.0 -0.0268  0.0403  False
    13     20   0.0066    1.0  -0.027  0.0401  False
    13     21  -0.0176 0.9523 -0.0512  0.0159  False
    13     22  -0.0049    1.0 -0.0384  0.0286  False
    13     23  -0.0034    1.0 -0.0369  0.0302  False
    13     24  -0.0019    1.0 -0.0355  0.0316  False
    13     25   0.0229 0.6425 -0.0107  0.0564  False
    13     26   0.0204 0.8294 -0.0132  0.0539  False
    13     27   0.0035    1.0   -0.03   0.037  False
    13     28   0.0175 0.9546  -0.016  0.0511  False
    13     31   0.0098    1.0 -0.0238  0.0433  False
    14     15   -0.006    1.0 -0.0395  0.0275  False
    14     16   -0.021 0.7903 -0.0545  0.0126  False
    14     17  -0.0027    1.0 -0.0363  0.0308  False
    14     20  -0.0029    1.0 -0.0364  0.0307  False
    14     21  -0.0271 0.3077 -0.0606  0.0065  False
    14     22  -0.0143 0.9958 -0.0479  0.0192  False
    14     23  -0.0128 0.9992 -0.0464  0.0207  False
    14     24  -0.0114 0.9999 -0.0449  0.0221  False
    14     25   0.0134 0.9983 -0.0201   0.047  False
    14     26   0.0109 0.9999 -0.0226  0.0445  False
    14     27   -0.006    1.0 -0.0395  0.0276  False
    14     28   0.0081    1.0 -0.0254  0.0416  False
    14     31   0.0003    1.0 -0.0332  0.0339  False
    15     16   -0.015 0.9927 -0.0485  0.0186  False
    15     17   0.0033    1.0 -0.0302  0.0368  False
    15     20   0.0031    1.0 -0.0304  0.0367  False
    15     21  -0.0211 0.7843 -0.0546  0.0125  False
    15     22  -0.0083    1.0 -0.0419  0.0252  False
    15     23  -0.0068    1.0 -0.0404  0.0267  False
    15     24  -0.0054    1.0 -0.0389  0.0282  False
    15     25   0.0194 0.8818 -0.0141   0.053  False
    15     26   0.0169 0.9684 -0.0166  0.0505  False
    15     27   0.0001    1.0 -0.0335  0.0336  False
    15     28   0.0141 0.9967 -0.0194  0.0476  False
    15     31   0.0063    1.0 -0.0272  0.0399  False
    16     17   0.0182 0.9327 -0.0153  0.0518  False
