Layer,Activations Shape,Accuracy,F1 Score
3,"torch.Size([32, 34, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 31, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 32, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 32, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 40, 768])",0.5714285714285714,0.6233766233766234
3,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 41, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 36, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 40, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 50, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 33, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 30, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
3,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 43, 768])",0.2857142857142857,0.3174603174603175
3,"torch.Size([32, 34, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 45, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 35, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 35, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 31, 768])",0.7142857142857143,0.7023809523809523
3,"torch.Size([32, 49, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 39, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 42, 768])",0.2857142857142857,0.38095238095238093
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 34, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 36, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 36, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 42, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 31, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 37, 768])",0.2857142857142857,0.3174603174603175
3,"torch.Size([32, 28, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 29, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 63, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 37, 768])",0.2857142857142857,0.19047619047619047
3,"torch.Size([32, 31, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 42, 768])",0.5714285714285714,0.6233766233766234
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 34, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 45, 768])",0.8571428571428571,0.8571428571428571
3,"torch.Size([32, 56, 768])",0.5714285714285714,0.5194805194805195
3,"torch.Size([32, 30, 768])",0.2857142857142857,0.44444444444444436
3,"torch.Size([32, 27, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 33, 768])",0.5714285714285714,0.5194805194805195
3,"torch.Size([32, 37, 768])",1.0,1.0
3,"torch.Size([32, 34, 768])",0.8571428571428571,0.8507936507936508
3,"torch.Size([32, 46, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 44, 768])",0.14285714285714285,0.10714285714285714
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 42, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
3,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 37, 768])",0.2857142857142857,0.25396825396825395
3,"torch.Size([32, 30, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 44, 768])",0.14285714285714285,0.03571428571428571
3,"torch.Size([32, 36, 768])",0.7142857142857143,0.7023809523809523
3,"torch.Size([32, 42, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 69, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 62, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 34, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 26, 768])",0.14285714285714285,0.25
3,"torch.Size([32, 32, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 29, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 35, 768])",0.14285714285714285,0.07142857142857142
3,"torch.Size([32, 33, 768])",0.8571428571428571,0.8507936507936508
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 40, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
3,"torch.Size([32, 34, 768])",0.2857142857142857,0.19047619047619047
3,"torch.Size([32, 44, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 37, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.6233766233766234
3,"torch.Size([32, 55, 768])",0.8571428571428571,0.8507936507936508
3,"torch.Size([32, 65, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 34, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 33, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 40, 768])",0.5714285714285714,0.5194805194805195
3,"torch.Size([32, 37, 768])",0.8571428571428571,0.8744588744588745
3,"torch.Size([32, 35, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 29, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 33, 768])",0.14285714285714285,0.03571428571428571
3,"torch.Size([32, 40, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 30, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 52, 768])",0.5714285714285714,0.6233766233766234
3,"torch.Size([32, 36, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 49, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 44, 768])",0.42857142857142855,0.34285714285714286
3,"torch.Size([32, 43, 768])",0.2857142857142857,0.19047619047619047
3,"torch.Size([32, 37, 768])",0.2857142857142857,0.38095238095238093
3,"torch.Size([32, 43, 768])",0.5714285714285714,0.5904761904761904
3,"torch.Size([32, 28, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 36, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 36, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 40, 768])",0.7142857142857143,0.7023809523809523
3,"torch.Size([32, 52, 768])",0.42857142857142855,0.4761904761904762
3,"torch.Size([32, 34, 768])",0.42857142857142855,0.34285714285714286
3,"torch.Size([20, 48, 768])",0.75,0.7666666666666667
5,"torch.Size([32, 33, 768])",0.8571428571428571,0.8634920634920634
5,"torch.Size([32, 30, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 62, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 38, 768])",0.8571428571428571,0.8634920634920634
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 34, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 38, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 43, 768])",0.14285714285714285,0.14285714285714285
5,"torch.Size([32, 31, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 33, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 40, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 59, 768])",0.2857142857142857,0.3174603174603175
5,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 37, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 40, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 30, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 41, 768])",0.2857142857142857,0.38095238095238093
5,"torch.Size([32, 34, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 42, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 45, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 32, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 36, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 41, 768])",0.42857142857142855,0.5142857142857142
5,"torch.Size([32, 41, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 28, 768])",0.8571428571428571,0.8634920634920634
5,"torch.Size([32, 30, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 48, 768])",0.8571428571428571,0.8507936507936508
5,"torch.Size([32, 43, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 37, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 40, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 31, 768])",0.7142857142857143,0.7571428571428572
5,"torch.Size([32, 33, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 30, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 40, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 33, 768])",0.14285714285714285,0.21428571428571427
5,"torch.Size([32, 38, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 33, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 45, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 39, 768])",0.2857142857142857,0.25396825396825395
5,"torch.Size([32, 30, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 38, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 36, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 32, 768])",0.5714285714285714,0.5904761904761904
5,"torch.Size([32, 34, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 31, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 32, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 32, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 40, 768])",0.5714285714285714,0.6233766233766234
5,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 41, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 36, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 40, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 50, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 38, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 33, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 30, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 33, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
5,"torch.Size([32, 43, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 34, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 35, 768])",0.42857142857142855,0.4523809523809524
5,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
5,"torch.Size([32, 45, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 35, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 35, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 31, 768])",0.8571428571428571,0.8571428571428571
5,"torch.Size([32, 49, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 39, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 42, 768])",0.2857142857142857,0.38095238095238093
5,"torch.Size([32, 35, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 34, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 36, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 36, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 42, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 31, 768])",0.7142857142857143,0.6714285714285715
5,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 28, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 29, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 63, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 37, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 31, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 42, 768])",0.5714285714285714,0.6233766233766234
5,"torch.Size([32, 39, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 34, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 45, 768])",0.8571428571428571,0.8571428571428571
5,"torch.Size([32, 56, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 30, 768])",0.2857142857142857,0.44444444444444436
5,"torch.Size([32, 27, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 33, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 37, 768])",0.8571428571428571,0.7912087912087912
5,"torch.Size([32, 34, 768])",0.8571428571428571,0.8507936507936508
5,"torch.Size([32, 46, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 44, 768])",0.14285714285714285,0.14285714285714285
5,"torch.Size([32, 35, 768])",0.7142857142857143,0.7023809523809523
5,"torch.Size([32, 42, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 38, 768])",0.8571428571428571,0.8634920634920634
5,"torch.Size([32, 37, 768])",0.2857142857142857,0.25396825396825395
5,"torch.Size([32, 30, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 44, 768])",0.14285714285714285,0.03571428571428571
5,"torch.Size([32, 36, 768])",0.7142857142857143,0.7023809523809523
5,"torch.Size([32, 42, 768])",0.7142857142857143,0.6714285714285715
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 69, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 62, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 34, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 26, 768])",0.2857142857142857,0.44444444444444436
5,"torch.Size([32, 32, 768])",0.42857142857142855,0.2571428571428571
5,"torch.Size([32, 29, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
5,"torch.Size([32, 35, 768])",0.14285714285714285,0.07142857142857142
5,"torch.Size([32, 33, 768])",0.8571428571428571,0.8507936507936508
5,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 40, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
5,"torch.Size([32, 34, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 44, 768])",0.8571428571428571,0.7912087912087912
5,"torch.Size([32, 37, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
5,"torch.Size([32, 35, 768])",0.5714285714285714,0.6233766233766234
5,"torch.Size([32, 55, 768])",0.8571428571428571,0.8507936507936508
5,"torch.Size([32, 65, 768])",0.2857142857142857,0.25396825396825395
5,"torch.Size([32, 34, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 33, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
5,"torch.Size([32, 40, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 37, 768])",0.8571428571428571,0.8744588744588745
5,"torch.Size([32, 35, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 29, 768])",0.5714285714285714,0.5194805194805195
5,"torch.Size([32, 33, 768])",0.14285714285714285,0.03571428571428571
5,"torch.Size([32, 40, 768])",0.5714285714285714,0.4155844155844156
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 30, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 52, 768])",0.5714285714285714,0.6233766233766234
5,"torch.Size([32, 36, 768])",0.2857142857142857,0.2857142857142857
5,"torch.Size([32, 49, 768])",0.42857142857142855,0.38095238095238093
5,"torch.Size([32, 44, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 43, 768])",0.2857142857142857,0.19047619047619047
5,"torch.Size([32, 37, 768])",0.42857142857142855,0.5142857142857142
5,"torch.Size([32, 43, 768])",0.5714285714285714,0.5904761904761904
5,"torch.Size([32, 28, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 34, 768])",0.5714285714285714,0.5714285714285714
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.4047619047619047
5,"torch.Size([32, 36, 768])",0.42857142857142855,0.34285714285714286
5,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
5,"torch.Size([32, 36, 768])",0.5714285714285714,0.5523809523809524
5,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
5,"torch.Size([32, 40, 768])",0.7142857142857143,0.7023809523809523
5,"torch.Size([32, 52, 768])",0.5714285714285714,0.6285714285714287
5,"torch.Size([32, 34, 768])",0.42857142857142855,0.34285714285714286
5,"torch.Size([20, 48, 768])",0.75,0.7666666666666667
6,"torch.Size([32, 33, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 30, 768])",0.5714285714285714,0.4155844155844156
6,"torch.Size([32, 62, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
6,"torch.Size([32, 39, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 34, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 38, 768])",0.42857142857142855,0.34285714285714286
6,"torch.Size([32, 43, 768])",0.14285714285714285,0.14285714285714285
6,"torch.Size([32, 31, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 33, 768])",0.42857142857142855,0.38095238095238093
6,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 40, 768])",0.5714285714285714,0.5142857142857143
6,"torch.Size([32, 59, 768])",0.2857142857142857,0.3174603174603175
6,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
6,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
6,"torch.Size([32, 37, 768])",0.7142857142857143,0.5952380952380952
6,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 40, 768])",0.7142857142857143,0.5952380952380952
6,"torch.Size([32, 30, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 41, 768])",0.2857142857142857,0.38095238095238093
6,"torch.Size([32, 34, 768])",0.5714285714285714,0.4155844155844156
6,"torch.Size([32, 42, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 45, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 32, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 36, 768])",0.42857142857142855,0.4761904761904762
6,"torch.Size([32, 41, 768])",0.42857142857142855,0.5142857142857142
6,"torch.Size([32, 41, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 39, 768])",0.5714285714285714,0.5194805194805195
6,"torch.Size([32, 28, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 30, 768])",0.5714285714285714,0.5142857142857143
6,"torch.Size([32, 48, 768])",0.8571428571428571,0.8507936507936508
6,"torch.Size([32, 43, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 37, 768])",0.7142857142857143,0.7142857142857143
6,"torch.Size([32, 40, 768])",0.5714285714285714,0.5194805194805195
6,"torch.Size([32, 31, 768])",0.8571428571428571,0.8744588744588745
6,"torch.Size([32, 33, 768])",0.42857142857142855,0.4047619047619047
6,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 30, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 40, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 33, 768])",0.14285714285714285,0.21428571428571427
6,"torch.Size([32, 38, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 33, 768])",0.42857142857142855,0.4047619047619047
6,"torch.Size([32, 45, 768])",0.2857142857142857,0.2857142857142857
6,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
6,"torch.Size([32, 30, 768])",0.8571428571428571,0.8398268398268397
6,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
6,"torch.Size([32, 36, 768])",0.7142857142857143,0.5952380952380952
6,"torch.Size([32, 32, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 34, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 31, 768])",0.5714285714285714,0.4155844155844156
6,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
6,"torch.Size([32, 32, 768])",0.7142857142857143,0.7142857142857143
6,"torch.Size([32, 40, 768])",0.5714285714285714,0.6233766233766234
6,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 41, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 36, 768])",0.5714285714285714,0.5142857142857143
6,"torch.Size([32, 40, 768])",0.2857142857142857,0.2857142857142857
6,"torch.Size([32, 50, 768])",0.7142857142857143,0.7142857142857143
6,"torch.Size([32, 38, 768])",0.7142857142857143,0.6714285714285715
6,"torch.Size([32, 33, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 30, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
6,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
6,"torch.Size([32, 43, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 34, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 35, 768])",0.42857142857142855,0.4523809523809524
6,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
6,"torch.Size([32, 45, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 35, 768])",0.42857142857142855,0.38095238095238093
6,"torch.Size([32, 35, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 31, 768])",0.8571428571428571,0.8571428571428571
6,"torch.Size([32, 49, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 39, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 42, 768])",0.2857142857142857,0.38095238095238093
6,"torch.Size([32, 35, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 34, 768])",0.5714285714285714,0.5194805194805195
6,"torch.Size([32, 36, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 36, 768])",0.7142857142857143,0.6714285714285715
6,"torch.Size([32, 42, 768])",0.5714285714285714,0.4155844155844156
6,"torch.Size([32, 31, 768])",0.7142857142857143,0.6714285714285715
6,"torch.Size([32, 37, 768])",0.2857142857142857,0.3174603174603175
6,"torch.Size([32, 28, 768])",0.5714285714285714,0.5714285714285714
6,"torch.Size([32, 29, 768])",0.5714285714285714,0.5523809523809524
6,"torch.Size([32, 63, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
6,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
6,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
6,"torch.Size([32, 37, 768])",0.42857142857142855,0.2571428571428571
6,"torch.Size([32, 31, 768])",0.5714285714285714,0.5714285714285714
