Layer,Activations Shape,Accuracy,F1 Score
0,"torch.Size([32, 38, 768])",0.7142857142857143,0.7023809523809523
0,"torch.Size([32, 37, 768])",0.7142857142857143,0.7023809523809523
0,"torch.Size([32, 31, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 42, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 39, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 34, 768])",0.42857142857142855,0.38095238095238093
0,"torch.Size([32, 38, 768])",0.7142857142857143,0.7571428571428572
0,"torch.Size([32, 45, 768])",0.7142857142857143,0.6714285714285715
0,"torch.Size([32, 56, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 30, 768])",0.0,0.0
0,"torch.Size([32, 27, 768])",0.5714285714285714,0.4155844155844156
0,"torch.Size([32, 33, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 37, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 34, 768])",0.5714285714285714,0.5523809523809524
0,"torch.Size([32, 46, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 44, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 35, 768])",0.7142857142857143,0.7023809523809523
0,"torch.Size([32, 42, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 32, 768])",0.14285714285714285,0.10714285714285714
0,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 30, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 44, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 36, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 42, 768])",0.8571428571428571,0.8507936507936508
0,"torch.Size([32, 36, 768])",0.42857142857142855,0.4523809523809524
0,"torch.Size([32, 69, 768])",0.42857142857142855,0.4523809523809524
0,"torch.Size([32, 62, 768])",0.7142857142857143,0.5952380952380952
0,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 26, 768])",0.2857142857142857,0.44444444444444436
0,"torch.Size([32, 32, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 29, 768])",0.5714285714285714,0.4155844155844156
0,"torch.Size([32, 38, 768])",0.14285714285714285,0.17857142857142858
0,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 40, 768])",0.0,0.0
0,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
0,"torch.Size([32, 34, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 44, 768])",0.14285714285714285,0.21428571428571427
0,"torch.Size([32, 37, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 36, 768])",0.5714285714285714,0.6285714285714287
0,"torch.Size([32, 35, 768])",0.5714285714285714,0.6285714285714287
0,"torch.Size([32, 55, 768])",0.8571428571428571,0.8507936507936508
0,"torch.Size([32, 65, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 34, 768])",0.8571428571428571,0.8571428571428571
0,"torch.Size([32, 33, 768])",0.2857142857142857,0.25396825396825395
0,"torch.Size([32, 31, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 40, 768])",0.5714285714285714,0.5194805194805195
0,"torch.Size([32, 37, 768])",0.7142857142857143,0.7571428571428572
0,"torch.Size([32, 35, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 29, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 33, 768])",0.2857142857142857,0.38095238095238093
0,"torch.Size([32, 40, 768])",0.5714285714285714,0.4155844155844156
0,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 39, 768])",0.14285714285714285,0.17857142857142858
0,"torch.Size([32, 30, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 52, 768])",0.8571428571428571,0.8744588744588745
0,"torch.Size([32, 36, 768])",0.2857142857142857,0.2857142857142857
0,"torch.Size([32, 49, 768])",0.42857142857142855,0.4523809523809524
0,"torch.Size([32, 44, 768])",0.42857142857142855,0.42857142857142855
0,"torch.Size([32, 43, 768])",0.42857142857142855,0.4047619047619047
0,"torch.Size([32, 37, 768])",0.42857142857142855,0.5142857142857142
0,"torch.Size([32, 43, 768])",0.5714285714285714,0.5904761904761904
0,"torch.Size([32, 28, 768])",0.7142857142857143,0.7142857142857143
0,"torch.Size([32, 34, 768])",0.42857142857142855,0.2571428571428571
0,"torch.Size([32, 36, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 36, 768])",0.5714285714285714,0.5523809523809524
0,"torch.Size([32, 36, 768])",0.2857142857142857,0.25396825396825395
0,"torch.Size([32, 33, 768])",0.14285714285714285,0.14285714285714285
0,"torch.Size([32, 36, 768])",0.8571428571428571,0.8571428571428571
0,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([32, 40, 768])",0.7142857142857143,0.7023809523809523
0,"torch.Size([32, 52, 768])",0.5714285714285714,0.6285714285714287
0,"torch.Size([32, 34, 768])",0.5714285714285714,0.5714285714285714
0,"torch.Size([20, 48, 768])",0.5,0.5
1,"torch.Size([32, 33, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 30, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 62, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 38, 768])",0.8571428571428571,0.8634920634920634
1,"torch.Size([32, 39, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 34, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 38, 768])",0.2857142857142857,0.25396825396825395
1,"torch.Size([32, 43, 768])",0.14285714285714285,0.14285714285714285
1,"torch.Size([32, 31, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 33, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 40, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 59, 768])",0.2857142857142857,0.3174603174603175
1,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 37, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 40, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 30, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 41, 768])",0.2857142857142857,0.38095238095238093
1,"torch.Size([32, 34, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 42, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 45, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 32, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.4761904761904762
1,"torch.Size([32, 41, 768])",0.42857142857142855,0.5142857142857142
1,"torch.Size([32, 41, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 39, 768])",0.5714285714285714,0.5194805194805195
1,"torch.Size([32, 28, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 30, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 48, 768])",0.8571428571428571,0.8507936507936508
1,"torch.Size([32, 43, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 37, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 40, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 31, 768])",0.8571428571428571,0.8744588744588745
1,"torch.Size([32, 33, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 30, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 40, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 33, 768])",0.14285714285714285,0.21428571428571427
1,"torch.Size([32, 38, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 33, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 45, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
1,"torch.Size([32, 30, 768])",0.8571428571428571,0.8398268398268397
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 36, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 32, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 34, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 31, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 32, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 32, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 40, 768])",0.5714285714285714,0.6233766233766234
1,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 41, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 40, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 36, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 40, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 50, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 33, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 30, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
1,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 43, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 34, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
1,"torch.Size([32, 45, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 35, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 35, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 31, 768])",0.7142857142857143,0.7023809523809523
1,"torch.Size([32, 49, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 39, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 42, 768])",0.2857142857142857,0.38095238095238093
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 34, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 36, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 36, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 42, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 31, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 37, 768])",0.2857142857142857,0.3174603174603175
1,"torch.Size([32, 28, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 29, 768])",0.5714285714285714,0.5523809523809524
1,"torch.Size([32, 63, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 39, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 37, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 37, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 31, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 42, 768])",0.5714285714285714,0.6233766233766234
1,"torch.Size([32, 39, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 34, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 45, 768])",0.8571428571428571,0.8571428571428571
1,"torch.Size([32, 56, 768])",0.5714285714285714,0.5194805194805195
1,"torch.Size([32, 30, 768])",0.2857142857142857,0.44444444444444436
1,"torch.Size([32, 27, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 33, 768])",0.5714285714285714,0.5194805194805195
1,"torch.Size([32, 37, 768])",1.0,1.0
1,"torch.Size([32, 34, 768])",0.8571428571428571,0.8507936507936508
1,"torch.Size([32, 46, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 44, 768])",0.14285714285714285,0.10714285714285714
1,"torch.Size([32, 35, 768])",0.7142857142857143,0.7023809523809523
1,"torch.Size([32, 42, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 32, 768])",0.2857142857142857,0.19047619047619047
1,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 37, 768])",0.2857142857142857,0.25396825396825395
1,"torch.Size([32, 30, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 44, 768])",0.14285714285714285,0.03571428571428571
1,"torch.Size([32, 36, 768])",0.7142857142857143,0.7023809523809523
1,"torch.Size([32, 42, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 69, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 62, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 34, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 26, 768])",0.14285714285714285,0.25
1,"torch.Size([32, 32, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 29, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
1,"torch.Size([32, 35, 768])",0.14285714285714285,0.07142857142857142
1,"torch.Size([32, 33, 768])",0.8571428571428571,0.8507936507936508
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 40, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
1,"torch.Size([32, 34, 768])",0.2857142857142857,0.19047619047619047
1,"torch.Size([32, 44, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 37, 768])",0.42857142857142855,0.2571428571428571
1,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.6233766233766234
1,"torch.Size([32, 55, 768])",0.8571428571428571,0.8507936507936508
1,"torch.Size([32, 65, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 34, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 33, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 31, 768])",0.7142857142857143,0.7261904761904762
1,"torch.Size([32, 40, 768])",0.5714285714285714,0.5194805194805195
1,"torch.Size([32, 37, 768])",0.8571428571428571,0.8744588744588745
1,"torch.Size([32, 35, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 29, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 33, 768])",0.14285714285714285,0.03571428571428571
1,"torch.Size([32, 40, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 39, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 30, 768])",0.7142857142857143,0.6714285714285715
1,"torch.Size([32, 52, 768])",0.5714285714285714,0.6233766233766234
1,"torch.Size([32, 36, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 49, 768])",0.42857142857142855,0.38095238095238093
1,"torch.Size([32, 44, 768])",0.42857142857142855,0.34285714285714286
1,"torch.Size([32, 43, 768])",0.2857142857142857,0.19047619047619047
1,"torch.Size([32, 37, 768])",0.2857142857142857,0.38095238095238093
1,"torch.Size([32, 43, 768])",0.5714285714285714,0.5904761904761904
1,"torch.Size([32, 28, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 34, 768])",0.2857142857142857,0.2857142857142857
1,"torch.Size([32, 36, 768])",0.42857142857142855,0.4047619047619047
1,"torch.Size([32, 36, 768])",0.5714285714285714,0.5714285714285714
1,"torch.Size([32, 36, 768])",0.5714285714285714,0.4155844155844156
1,"torch.Size([32, 33, 768])",0.42857142857142855,0.42857142857142855
1,"torch.Size([32, 36, 768])",0.7142857142857143,0.7142857142857143
1,"torch.Size([32, 35, 768])",0.5714285714285714,0.5142857142857143
1,"torch.Size([32, 40, 768])",0.7142857142857143,0.7023809523809523
1,"torch.Size([32, 52, 768])",0.42857142857142855,0.4761904761904762
1,"torch.Size([32, 34, 768])",0.42857142857142855,0.34285714285714286
1,"torch.Size([20, 48, 768])",0.75,0.7666666666666667
3,"torch.Size([32, 33, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 30, 768])",0.5714285714285714,0.4155844155844156
3,"torch.Size([32, 62, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 38, 768])",0.8571428571428571,0.8634920634920634
3,"torch.Size([32, 39, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 34, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 38, 768])",0.2857142857142857,0.25396825396825395
3,"torch.Size([32, 43, 768])",0.14285714285714285,0.14285714285714285
3,"torch.Size([32, 31, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 33, 768])",0.42857142857142855,0.38095238095238093
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 40, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 59, 768])",0.2857142857142857,0.3174603174603175
3,"torch.Size([32, 38, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 37, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 42, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 40, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 30, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 41, 768])",0.2857142857142857,0.38095238095238093
3,"torch.Size([32, 34, 768])",0.7142857142857143,0.6714285714285715
3,"torch.Size([32, 42, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 45, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 32, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 36, 768])",0.42857142857142855,0.4761904761904762
3,"torch.Size([32, 41, 768])",0.42857142857142855,0.5142857142857142
3,"torch.Size([32, 41, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 39, 768])",0.5714285714285714,0.5194805194805195
3,"torch.Size([32, 28, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 30, 768])",0.5714285714285714,0.5142857142857143
3,"torch.Size([32, 48, 768])",0.8571428571428571,0.8507936507936508
3,"torch.Size([32, 43, 768])",0.5714285714285714,0.5523809523809524
3,"torch.Size([32, 37, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 40, 768])",0.42857142857142855,0.42857142857142855
3,"torch.Size([32, 31, 768])",0.8571428571428571,0.8744588744588745
3,"torch.Size([32, 33, 768])",0.42857142857142855,0.4047619047619047
3,"torch.Size([32, 35, 768])",0.5714285714285714,0.5714285714285714
3,"torch.Size([32, 30, 768])",0.42857142857142855,0.2571428571428571
3,"torch.Size([32, 40, 768])",0.7142857142857143,0.7261904761904762
3,"torch.Size([32, 33, 768])",0.14285714285714285,0.21428571428571427
3,"torch.Size([32, 38, 768])",0.2857142857142857,0.12698412698412698
3,"torch.Size([32, 33, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 45, 768])",0.2857142857142857,0.2857142857142857
3,"torch.Size([32, 39, 768])",0.42857142857142855,0.34285714285714286
3,"torch.Size([32, 30, 768])",0.8571428571428571,0.8398268398268397
3,"torch.Size([32, 38, 768])",0.7142857142857143,0.7142857142857143
3,"torch.Size([32, 36, 768])",0.7142857142857143,0.5952380952380952
3,"torch.Size([32, 32, 768])",0.7142857142857143,0.7261904761904762
