Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
     8     18   0.0112 0.9958 -0.0168  0.0393  False
     8     19   0.0208 0.4342 -0.0072  0.0489  False
     8     20   0.0068    1.0 -0.0213  0.0348  False
     8     21   0.0076    1.0 -0.0204  0.0356  False
     8     22   0.0062    1.0 -0.0218  0.0343  False
     8     23   0.0241 0.1907  -0.004  0.0521  False
    10     11   0.0125  0.986 -0.0156  0.0405  False
    10     12   0.0134 0.9701 -0.0146  0.0414  False
    10     13   0.0231 0.2501 -0.0049  0.0511  False
    10     14  -0.0026    1.0 -0.0307  0.0254  False
    10     15   0.0122 0.9886 -0.0158  0.0403  False
    10     16     0.02 0.5158  -0.008   0.048  False
    10     17   0.0108 0.9974 -0.0172  0.0389  False
    10     18   0.0227 0.2835 -0.0054  0.0507  False
    10     19   0.0323 0.0087  0.0042  0.0603   True
    10     20   0.0182 0.6882 -0.0098  0.0462  False
    10     21    0.019 0.6113  -0.009   0.047  False
    10     22   0.0177 0.7356 -0.0104  0.0457  False
    10     23   0.0355 0.0019  0.0075  0.0635   True
    11     12   0.0009    1.0 -0.0271   0.029  False
    11     13   0.0107 0.9978 -0.0174  0.0387  False
    11     14  -0.0151 0.9113 -0.0431  0.0129  False
    11     15  -0.0002    1.0 -0.0283  0.0278  False
    11     16   0.0075    1.0 -0.0205  0.0355  False
    11     17  -0.0016    1.0 -0.0297  0.0264  False
    11     18   0.0102 0.9988 -0.0178  0.0382  False
    11     19   0.0198 0.5336 -0.0082  0.0478  False
    11     20   0.0057    1.0 -0.0223  0.0337  False
    11     21   0.0065    1.0 -0.0215  0.0346  False
    11     22   0.0052    1.0 -0.0228  0.0332  False
    11     23    0.023 0.2567  -0.005  0.0511  False
    12     13   0.0097 0.9994 -0.0183  0.0377  False
    12     14   -0.016 0.8585 -0.0441   0.012  False
    12     15  -0.0012    1.0 -0.0292  0.0269  False
    12     16   0.0066    1.0 -0.0214  0.0346  False
    12     17  -0.0026    1.0 -0.0306  0.0254  False
    12     18   0.0092 0.9997 -0.0188  0.0373  False
    12     19   0.0189 0.6243 -0.0092  0.0469  False
    12     20   0.0048    1.0 -0.0232  0.0328  False
    12     21   0.0056    1.0 -0.0224  0.0336  False
    12     22   0.0042    1.0 -0.0238  0.0323  False
    12     23   0.0221  0.327 -0.0059  0.0501  False
    13     14  -0.0258 0.1121 -0.0538  0.0023  False
    13     15  -0.0109 0.9972 -0.0389  0.0171  False
    13     16  -0.0031    1.0 -0.0312  0.0249  False
    13     17  -0.0123  0.988 -0.0403  0.0157  False
    13     18  -0.0005    1.0 -0.0285  0.0276  False
    13     19   0.0091 0.9997 -0.0189  0.0372  False
    13     20  -0.0049    1.0  -0.033  0.0231  False
    13     21  -0.0041    1.0 -0.0322  0.0239  False
    13     22  -0.0055    1.0 -0.0335  0.0226  False
    13     23   0.0124 0.9871 -0.0157  0.0404  False
    14     15   0.0149 0.9219 -0.0131  0.0429  False
    14     16   0.0226 0.2856 -0.0054  0.0506  False
    14     17   0.0135 0.9686 -0.0146  0.0415  False
    14     18   0.0253 0.1308 -0.0027  0.0533  False
    14     19   0.0349 0.0026  0.0069  0.0629   True
    14     20   0.0208 0.4365 -0.0072  0.0488  False
    14     21   0.0216 0.3643 -0.0064  0.0497  False
    14     22   0.0203  0.486 -0.0077  0.0483  False
    14     23   0.0381 0.0005  0.0101  0.0662   True
    15     16   0.0077    1.0 -0.0203  0.0358  False
    15     17  -0.0014    1.0 -0.0294  0.0266  False
    15     18   0.0104 0.9984 -0.0176  0.0384  False
    15     19     0.02 0.5114  -0.008  0.0481  False
    15     20   0.0059    1.0 -0.0221   0.034  False
    15     21   0.0068    1.0 -0.0213  0.0348  False
    15     22   0.0054    1.0 -0.0226  0.0334  False
    15     23   0.0233 0.2411 -0.0048  0.0513  False
    16     17  -0.0092 0.9997 -0.0372  0.0189  False
    16     18   0.0027    1.0 -0.0254  0.0307  False
    16     19   0.0123 0.9881 -0.0157  0.0403  False
    16     20  -0.0018    1.0 -0.0298  0.0262  False
    16     21   -0.001    1.0  -0.029   0.027  False
    16     22  -0.0023    1.0 -0.0304  0.0257  False
    16     23   0.0155 0.8905 -0.0125  0.0435  False
    17     18   0.0118 0.9923 -0.0162  0.0399  False
    17     19   0.0214 0.3815 -0.0066  0.0495  False
    17     20   0.0074    1.0 -0.0207  0.0354  False
    17     21   0.0082    1.0 -0.0199  0.0362  False
    17     22   0.0068    1.0 -0.0212  0.0349  False
    17     23   0.0247 0.1595 -0.0034  0.0527  False
    18     19   0.0096 0.9995 -0.0184  0.0376  False
    18     20  -0.0045    1.0 -0.0325  0.0236  False
    18     21  -0.0037    1.0 -0.0317  0.0244  False
    18     22   -0.005    1.0  -0.033   0.023  False
    18     23   0.0128 0.9807 -0.0152  0.0409  False
    19     20  -0.0141 0.9519 -0.0421  0.0139  False
    19     21  -0.0133  0.973 -0.0413  0.0148  False
    19     22  -0.0146 0.9331 -0.0426  0.0134  False
    19     23   0.0032    1.0 -0.0248  0.0313  False
    20     21   0.0008    1.0 -0.0272  0.0288  False
    20     22  -0.0005    1.0 -0.0286  0.0275  False
    20     23   0.0173 0.7647 -0.0107  0.0453  False
    21     22  -0.0013    1.0 -0.0294  0.0267  False
    21     23   0.0165 0.8278 -0.0115  0.0445  False
    22     23   0.0178 0.7191 -0.0102  0.0459  False
----------------------------------------------------
